entry,database,title,abstract,author_keywords,authors,authors_affiliations,publication_year,source_title,publisher,url,doi,query_date,processing_date,sanitized_title,duplicated_exclusion_flag,duplicated_validation_date,metadata_exclusion_flag,metadata_validation_date,fulltext_exclusion_flag,fulltext_validation_date
455,scopus,Customer engagement technology in SME’s in Saudi Arabia: Does it ensue in disturbance or disruption,"Technology adaption is not a choice for business especially in today’s world. In fact businesses have to be embedded in the technology in order to be competitive. This paper focuses on how Small to Medium Enterprises (SME) will come up with the customer engagement technology in leveraging competitive advantage and remain customer centric organization. Challenges and complexities have doubled. Social media and big data have been in fore front in cruising business direction and pathways. SMEs also face the dilemma of budget, digitalization, strategic plan, growth etc. How SME’s will harness customer engagement technology with limited resources and capacity constraints. Strategic foresight backed by dynamic of business model best suited has to be saddled and galloped. The question is do SME’s are facing the music of a disturbed or disruptive milieu. Also, SME’s need to be innovative and agile in their business operations. Off late, in a macro environment especially, technology has made the difference in gauging the performance of businesses. SME’s also needed to explore experiment and engage various business models and shortlist the most suitable one. © 2019, Allied Business Academies. All rights reserved.",CET; Digitalization; SME’s; Transformation,"Faridi M.R., Malik A.","Prince Sattam Bin Abdulaziz University, Saudi Arabia",2019.0,International Journal of Entrepreneurship,Allied Business Academies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065238659&partnerID=40&md5=29ceb36d0b7133ff410c513d991d3823,,20230520-160000,20230521-044735,"['customer', 'engagement', 'technology', 'in', 'sme’s', 'in', 'saudi', 'arabia:', 'does', 'it', 'ensue', 'in', 'disturbance', 'or', 'disruption']",False,20230521-205332,,,,
456,scopus,A Review Study on Cloud Computing Issues,"Cloud computing is the most promising current implementation of utility computing in the business world, because it provides some key features over classic utility computing, such as elasticity to allow clients dynamically scale-up and scale-down the resources in execution time. Nevertheless, cloud computing is still in its premature stage and experiences lack of standardization. The security issues are the main challenges to cloud computing adoption. Thus, critical industries such as government organizations (ministries) are reluctant to trust cloud computing due to the fear of losing their sensitive data, as it resides on the cloud with no knowledge of data location and lack of transparency of Cloud Service Providers (CSPs) mechanisms used to secure their data and applications which have created a barrier against adopting this agile computing paradigm. This study aims to review and classify the issues that surround the implementation of cloud computing which a hot area that needs to be addressed by future research. © 2018 Institute of Physics Publishing. All rights reserved.",Cloud; Computing; Issues; Security,"Kadhim Q.K., Yusof R., Mahdi H.S., Ali Al-Shami S.S., Selamat S.R.","Faculty of Information and Communication Technology, Universiti Teknikal Malaysia Melaka (UTeM), Hang Tuah Jaya, Durian Tunggal, Melaka, 76100, Malaysia; Institute of Technology Management and Entrepreneurship, Universiti Teknikal Malaysia Melaka (UTeM), Hang Tuah Jaya, Durian Tunggal, Melaka, 76100, Malaysia; University of Diyala, Basic Education College, Computer Science Department, Iraq",2018.0,Journal of Physics: Conference Series,Institute of Physics Publishing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048357789&doi=10.1088%2f1742-6596%2f1018%2f1%2f012006&partnerID=40&md5=8ea73baea80227a4292bb7791260f1b2,10.1088/1742-6596/1018/1/012006,20230520-160000,20230521-044735,"['a', 'review', 'study', 'on', 'cloud', 'computing', 'issues']",False,20230521-205332,,,,
457,scopus,A Mathematics Pipeline to Student Success in Data Analytics through Course-Based Undergraduate Research,"This paper reports on Data Analytics Research (DAR), a course-based undergraduate research experience (CURE) in which undergraduate students conduct data analysis research on open real-world problems for industry, university, and community clients. We describe how DAR, offered by the Mathematical Sciences Department at Rensselaer Polytechnic Institute (RPI), is an essential part of an early low-barrier pipeline into data analytics studies and careers for diverse students. Students first take a foundational course, typically Introduction to Data Mathematics, that teaches linear algebra, data analytics, and R programming simultaneously using a project-based learning (PBL) approach. Then in DAR, students work in teams on open applied data analytics research problems provided by the clients. We describe the DAR organization which is inspired in part by agile software development practices. Students meet for coaching sessions with instructors multiple times a week and present to clients frequently. In a fully remote format during the pandemic, the students continued to be highly successful and engaged in COVID-19 research producing significant results as indicated by deployed online applications, refereed papers, and conference presentations. Formal evaluation shows that the pipeline of the single on-ramp course followed by DAR addressing real-world problems with societal benefits is highly effective at developing students' data analytics skills, advancing creative problem solvers who can work both independently and in teams, and attracting students to further studies and careers in data science. © The Author(s) & Dept. of Mathematical Sciences The University of Montana",Course-based undergraduate research; Data analytics; Data visualization; Linear algebra; Machine learning; Project-based learning; Undergraduate education,"Bennett K.P., Erickson J.S., Svirsky A., Seddon J.C.","Rensselaer Polytechnic Institute, United States; University of Rochester, United States",2022.0,Mathematics Enthusiast,University of Montana - ScholarWorks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123603029&doi=10.54870%2f1551-3440.1573&partnerID=40&md5=48b08bb5783b0a13f0e5ed93cc7ab821,10.54870/1551-3440.1573,20230520-160000,20230521-044735,"['a', 'mathematics', 'pipeline', 'to', 'student', 'success', 'in', 'data', 'analytics', 'through', 'course-based', 'undergraduate', 'research']",False,20230521-205332,,,,
458,scopus,The ecology of open innovation units: adhocracy and competing values in public service systems,"There have been concerted efforts to encourage innovation and to foster a more innovative and “open” culture to government and public service institutions. Policy and service innovation labs constitute one part of a broader “open innovation” movement which also includes open data, behavioral insights, digital services, data science units, visualization capabilities, and agile and lean methods. This article argues that we need to step back and better understand these “ecologies” of innovation capabilities that have emerged across public service institutions, and to recognize that as fellow “innovation” traveling companions they collectively seek to transform the culture of government and public service institutions, producing more effective, efficient and tailored policies and services. This article introduces analytic frameworks that should help locate policy and innovation labs amidst these other innovating entities. First, it delineates the various units and initiatives which can be seen as committed to new ways of working and innovating in public service institutions, often relying on “open innovation” rhetoric and approaches. Second, it shows how–despite the diversity among these entities–they nevertheless share similar attributes as “adhocracies” and are located as part of a broader movement and class of organizations. Third, we locate these diverse OI entities amidst broader public service systems using the Competing Values Framework. Fourth, this article situates the challenges confronting OI units developing and sustaining or broadening niches in public service systems. Finally, it identifies future research questions to take up. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",adhocracies; competing values framework; policy labs; innovation labs; service labs; Open innovation; public service,"Lindquist E.A., Buttazzoni M.","School of Public Administration, University of Victoria, Government of British Columbia, Victoria, Canada; Development and Digital Services Section, Strategic Initiatives & Business Innovation Branch, Information, Innovation, & Technology Division, Ministry of Environment, Victoria, Canada",2021.0,Policy Design and Practice,UBM Exhibition Singapore PTE LTD,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110295652&doi=10.1080%2f25741292.2021.1941569&partnerID=40&md5=3fd2bee1bb3b42480aa6994131921cbd,10.1080/25741292.2021.1941569,20230520-160000,20230521-044735,"['the', 'ecology', 'of', 'open', 'innovation', 'units:', 'adhocracy', 'and', 'competing', 'values', 'in', 'public', 'service', 'systems']",False,20230521-205332,,,,
459,scopus,An agile sample maintenance approach for agile analytics,"Agile analytics can help organizations to gain and sustain a competitive advantage by making timely decisions. Approximate query processing (AQP) is one of the useful approaches in agile analytics, which facilitates fast queries on big data by leveraging a pre-computed sample. One problem such a sample faces is that when new data is being imported, re-sampling is most likely needed to keep the sample fresh and AQP results accurate enough. Re-sampling from scratch for every batch of new data, called the full re-sampling method and adopted by many existing AQP works, is obviously a very costly process, and a much quicker incremental sampling process, such as reservoir sampling, may be used to cover the newly arrived data. However, incremental update methods suffer from the fact that the sample size cannot be increased, which is a problem when the underlying data distribution dramatically changes and the sample needs to be enlarged to maintain the AQP accuracy. This paper proposes an adaptive sample update (ASU) approach that avoids re-sampling from scratch as much as possible by monitoring the data distribution, and uses instead an incremental update method before a re-sampling becomes necessary. The paper also proposes an enhanced approach (T-ASU), which tries to enlarge the sample size without re-sampling from scratch when a bit of query inaccuracy is tolerable to further reduce the sample update cost. These two approaches are integrated into a state-of-the-art AQP engine for an extensive experimental study. Experimental results on both real-world and synthetic datasets show that the two approaches are faster than the full re-sampling method while achieving almost the same AQP accuracy when the underlying data distribution continuously changes. © 2020 IEEE.",,"Zhang H., Zhang Y., He Z., Jing Y., Zhang K., Wang X.S.","Fudan University, School of Computer Science, Shanghai, China; Shanghai Key Laboratory of Data Science, Shanghai, China; Shanghai Institute of Intelligent Electronics and Systems, Shanghai, China",2020.0,Proceedings - International Conference on Data Engineering,IEEE Computer Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085858288&doi=10.1109%2fICDE48307.2020.00071&partnerID=40&md5=4567c966073d629d2b2d15e27d9fdda3,10.1109/ICDE48307.2020.00071,20230520-160000,20230521-044735,"['an', 'agile', 'sample', 'maintenance', 'approach', 'for', 'agile', 'analytics']",True,20230521-205332,,,,
460,scopus,"Introducing a New Supply Chain Management Concept by Hybridizing TOPSIS, IoT and Cloud Computing","Supply Chain Management (SCM) is becoming more complex day by day. Functional silos on demand and supply fronts of products are required to be addressed to implement the de-coupling point in preferences of consumers involved in a supply chain for optimization of operational efficiency, and nowadays, it has become a challenge. Again, ‘Amazon Effect’ has forced others to reset their strategies for optimizing their effectiveness. For the optimization of operational efficiency, three technologies have been used in the present work. TOPSIS, one of the Multi-Criteria Decision Making (MCDM) Techniques, has been applied to provide preferences of consumers of different criteria against different attributes (products). For tracking the products on transit, Radio Frequency IDentification (RFID) method can be employed in SCM to collect and share data of event(s) or ‘Things’ for a broad range through the Internet of Things (IoT) application. Finally, Cloud Computing has been proposed to be applied for managing Big Data that will be generated during this entire process of SCM. The optimization method of a quick or agile SCM based on TOPSIS, IoT and Cloud Computing is discussed in detail in this work to benefit industries. © 2020, The Institution of Engineers (India).",Agile SCM; Amazon effect; Consumers’ preference; De-coupling; Functional silos; IoT; RFID; SCM; Supply chain; TOPSIS,"Chakraborty B., Das S.","Department of Mechanical Engineering, Kalyani Government Engineering College, Kalyani, Nadia, West Bengal  741235, India",2021.0,Journal of The Institution of Engineers (India): Series C,Springer,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091689158&doi=10.1007%2fs40032-020-00619-x&partnerID=40&md5=ef143eaf00d93822d0b081ba8275d3e1,10.1007/s40032-020-00619-x,20230520-160000,20230521-044735,"['introducing', 'a', 'new', 'supply', 'chain', 'management', 'concept', 'by', 'hybridizing', 'topsis,', 'iot', 'and', 'cloud', 'computing']",False,20230521-205332,,,,
461,scopus,Lean 4.0: A new holistic approach for the integration of lean manufacturing tools and digital technologies,"Due to the highly dynamic and competitive environment, organizations are led to rethink their processes and strategies. In the industrial field, Lean Manufacturing (LM) is widely recognized as a traditional approach to eliminate waste in the value stream and ensure the efficiency of production processes. On the other hand, Industry 4.0 has recently emerged, incurring disruptive changes in manufacturing processes based on a technology-driven approach. The integration of these two philosophies to achieve organizational goals is interesting in order to guarantee competitiveness, especially for man-ufacturing companies. This paper proposed an integration of LM tools and technologies 4.0, considering the perspectives of the industrial field in the digital era. Based on a three-step methodology, which included technological and industrial mapping, it was identified 25 synergy points. From interactions of LM tools mainly with Big Data Analytics, The Cloud, Virtual Simulation and Augmented Reality, multi-level circular diagrams pointed out the main contributions of Just in Time 4.0 (JIT 4.0), Kaizen 4.0, Kanban 4.0, Poka-Yoke 4.0, Value Stream Mapping 4.0 (VSM 4.0) and Total Productive Maintenance 4.0 (TPM 4.0). Also, five attributes of Lean 4.0 were identified, highlighting the integration between pro-cesses, devices and stakeholders; waste minimization; and autonomous, pointing to gains for the organization from this holistic integration approach. © 2020 International Journal of Mathematical, Engineering and Management Sciences.",Digital technologies; Industry 4.0; Lean 4.0; Lean manufacturing; Value chain,"Valamede L.S., Akkari A.C.S.","Science and Technology Center, Mackenzie Presbyterian University, Campinas, Brazil",2020.0,"International Journal of Mathematical, Engineering and Management Sciences","International Journal of Mathematical, Engineering and Management Sciences",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087910642&doi=10.33889%2fIJMEMS.2020.5.5.066&partnerID=40&md5=3be43dfbf79b636ec22ddaadb2cb4ec0,10.33889/IJMEMS.2020.5.5.066,20230520-160000,20230521-044735,"['lean', '4.0:', 'a', 'new', 'holistic', 'approach', 'for', 'the', 'integration', 'of', 'lean', 'manufacturing', 'tools', 'and', 'digital', 'technologies']",False,20230521-205332,,,,
462,scopus,GELAB - The Cutting Edge of Grammatical Evolution,"The advent of cloud-based super-computing platforms has given rise to a Data Science (DS) boom. Many types of technological problems that were once considered prohibitively expensive to tackle are now candidates for exploration. Machine Learning (ML) tools that were valued only in academic environments are quickly being embraced by industrial giants and tiny startups alike. Coupled with modern-day computing power, ML tools can be looked at as hammers that can deal with even the most stubborn nails. ML tools have become so ubiquitous that the current industrial expectation is that they should not only deliver accurate and intelligent solutions but also do so rapidly. In order to keep pace with these requirements, a new enterprise, referred to as MLOps has blossomed in recent years. MLOps combines the process of ML and DS with an agile software engineering technique to develop and deliver solutions in a fast and iterative way. One of the key challenges to this is that ML and DS tools should be efficient and have better usability characteristics than were traditionally offered. In this paper, we present a novel software for Grammatical Evolution (GE) that meets both of these expectations. Our tool, GELAB, is a toolbox for GE in Matlab which has numerous features that distinguish it from existing contemporary GE software. Firstly, it is user-friendly and its development was aimed for use by non-specialists. Secondly, it is capable of hybrid optimization, in which standard numerical optimization techniques can be added to GE. We have shown experimentally that when hybridized with meta-heuristics GELAB has an overall better performance as compared with standard GE. © 2013 IEEE.",diversity; Grammatical evolution; hybrid optimization,"Gupt K.K., Youssef A., Murphy A., Raja M.A., Ryan C.","Department of Electrical and Electronic Engineering, Technological University of the Shannon: Midlands Midwest, Limerick, V94 EC5T, Ireland; Bio-Computing and Developmental Systems (BDS) Research Group, University of Limerick, Limerick, V94 T9PX, Ireland; Regulated Software Research Center (RSRC), Dundalk Institute of Technology (DkIT), Dundalk, A91 K584, Ireland; Department of Computer Science and Information Systems, University of Limerick, Limerick, V94 T9PX, Ireland; Complex Software Laboratory, University College Dublin, Belfield, Dublin 4, D04V1W8, Ireland; Department of Computers and Systems, Electronics Research Institute, Cairo, 12622, Egypt; The Irish Software Research Centre, University of Limerick, Lero, Limerick, V94 T9PX, Ireland",2022.0,IEEE Access,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128281046&doi=10.1109%2fACCESS.2022.3166115&partnerID=40&md5=db687e581de103111998e5af089ed65d,10.1109/ACCESS.2022.3166115,20230520-160000,20230521-044735,"['gelab', '-', 'the', 'cutting', 'edge', 'of', 'grammatical', 'evolution']",True,20230521-205332,,,,
463,scopus,Software Engineering for Machine Learning: A Case Study,"Recent advances in machine learning have stimulated widespread interest within the Information Technology sector on integrating AI capabilities into software and services. This goal has forced organizations to evolve their development processes. We report on a study that we conducted on observing software teams at Microsoft as they develop AI-based applications. We consider a nine-stage workflow process informed by prior experiences developing AI applications (e.g., search and NLP) and data science tools (e.g. application diagnostics and bug reporting). We found that various Microsoft teams have united this workflow into preexisting, well-evolved, Agile-like software engineering processes, providing insights about several essential engineering challenges that organizations may face in creating large-scale AI solutions for the marketplace. We collected some best practices from Microsoft teams to address these challenges. In addition, we have identified three aspects of the AI domain that make it fundamentally different from prior software application domains: 1) discovering, managing, and versioning the data needed for machine learning applications is much more complex and difficult than other types of software engineering, 2) model customization and model reuse require very different skills than are typically found in software teams, and 3) AI components are more difficult to handle as distinct modules than traditional software components-models may be 'entangled' in complex ways and experience non-monotonic error behavior. We believe that the lessons learned by Microsoft teams will be valuable to other organizations. © 2019 IEEE.",Artifical Intelligence; Data; Machine Learning; Process; Software Engineering,"Amershi S., Begel A., Bird C., DeLine R., Gall H., Kamar E., Nagappan N., Nushi B., Zimmermann T.","Microsoft Research, Redmond, WA, United States",2019.0,"Proceedings - 2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice, ICSE-SEIP 2019",Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072111655&doi=10.1109%2fICSE-SEIP.2019.00042&partnerID=40&md5=8c03592773800ea1ac1b5a71f9fae249,10.1109/ICSE-SEIP.2019.00042,20230520-160000,20230521-044735,"['software', 'engineering', 'for', 'machine', 'learning:', 'a', 'case', 'study']",True,20230521-205332,,,,
464,scopus,Applications of Machine Learning for Electronic Warfare Emitter Identification and Resource Management,"Electronic warfare (EW) operators face a multitude of challenges when performing single- and distributed-platform sensing and jamming tasks in increasingly dense and agile threat environments. During an engagement timeline, actions often must be taken quickly and based on the partial information available. Recently, the world has observed a boom in artificial intelligence, a suite of data-driven lateral technologies that has already disrupted multiple fields where autonomy and big data are key elements. Although it is not the solution to all EW tasks, artificial intelligence shows promise in offering potential solutions to improve EW efficiency and effectiveness through informed decision-making beyond the capability of a human operator. The Johns Hopkins University Applied Physics Laboratory (APL) Precision Strike Mission Area has invested in research and development in the specific EW tasks of emitter identification and autonomous resource allocation. This article presents promising results from these projects and describes recommended future work in these areas, as well as additional EW applications that may benefit from research in artificial intelligence. © 2022 John Hopkins University. All rights reserved.",,"Casterline K.A., Watkins N.J., Ward J.R., Li W., Thommana M.J.","Johns Hopkins University, Applied Physics Laboratory, Laurel, MD, United States",2022.0,Johns Hopkins APL Technical Digest (Applied Physics Laboratory),John Hopkins University,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139472759&partnerID=40&md5=87a8ed598f82de1d1cb4c51b83ea463c,,20230520-160000,20230521-044735,"['applications', 'of', 'machine', 'learning', 'for', 'electronic', 'warfare', 'emitter', 'identification', 'and', 'resource', 'management']",False,20230521-205332,,,,
465,scopus,An Approach Based on Context and Situation Awareness to Improve Functional Safety in Complex Scenarios,"In the Fourth Industrial Revolution, industries are increasingly oriented toward real-time communication, Big Data analysis, human–machine cooperation, remote sensing, monitoring, process control, and autonomous equipment. Industry 4.0 will bring changes that will have an increasing impact on the management of companies’ economic development, the efficiency of workplaces, and the health of employees. In this scenario, which opens up new job opportunities such as agile work and remote control of industries, a key role is played by safety management. In this regard, functional safety plays a significant role, representing the engineering branch dealing with safety systems through electronic and information technologies. The concept of functional safety encompasses the overall safety of equipment and associated control systems. It depends on the proper functioning of the components responsible for mitigating the dangers arising from possible errors, failures, or random or systematic malfunctions. This paper proposes an approach for realizing an intelligent and highly scalable architecture for the supervision and control of plants and infrastructures. This system, characterized by a high level of context awareness, must be implemented through modern methodologies for describing, managing, and analyzing the context itself and risk forecasting. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Context awareness; Functional safety; Situation awareness,"Clarizia F., Colace F., De Santo M., Khan M., Lombardi M., Mosca R., Santaniello D.","DIIN, University of Salerno, Fisciano, SA, Italy; New York University Abu Dhabi, Abu Dhabi, United Arab Emirates",2022.0,Lecture Notes in Networks and Systems,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118972275&doi=10.1007%2f978-981-16-2102-4_11&partnerID=40&md5=adc6f87b5fcb1e584e438f285ccf2a8c,10.1007/978-981-16-2102-4_11,20230520-160000,20230521-044735,"['an', 'approach', 'based', 'on', 'context', 'and', 'situation', 'awareness', 'to', 'improve', 'functional', 'safety', 'in', 'complex', 'scenarios']",False,20230521-205332,,,,
466,scopus,Let's DO - Automotive platform for interoperability,"Developing automotive software applications is one of the most challenging and time-consuming activities in the automotive product development cycle. As of today, classical automotive software applications communicate exclusively using vehicle-specific communication protocols such as Controller Area Network (CAN) and FlexRay communication buses. Automotive applications communicate using transport layer messages that are defined and configured for each vehicle system (car model). This hard-wired design makes out-of-the box integrations between heterogeneous automotive products virtually impossible. It also renders automotive integration projects to digital world (smart devices, cloud, big data, IoT gadgets) hard to develop and maintain. We present in this paper Let's DO, a novel platform for interoperability and data exchange between different noncoherent products, systems and devices (both automotive and nonautomotive). Let's DO platform abstracts automotive communication protocol messages in a unified message standard transported over IP-based Ethernet networks enabling interoperability, quick prototyping, code reuse, and allowing more agile and efficient automotive software development cycles. © 2021 IEEE.",Automotive Software; Digital Transformation; Prototyping,"Elhakim R., Elqadi A., Torky M., Zayed M., Farag I., Agamawi M.","CDA Valeo, Innovation Department, Cairo, Egypt; Driving Systems and Functions, CDA Valeo, Cairo, Egypt; CDA Valeo, Innovation Department, Cairo, Egypt; Smart Service Center Valeo, Cairo, Egypt",2021.0,"Proceedings - 2021 4th International Conference on Information and Computer Technologies, ICICT 2021",Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111397555&doi=10.1109%2fICICT52872.2021.00054&partnerID=40&md5=f08db179d0f8c3c28f084a35737d04a5,10.1109/ICICT52872.2021.00054,20230520-160000,20230521-044735,"[""let's"", 'do', '-', 'automotive', 'platform', 'for', 'interoperability']",True,20230521-205332,,,,
467,scopus,A FIWARE-based IoT platform for enabling digital twins in a greenfield smart factory: an application study on a repurposed manufacturing line,"The recent advent of novel concepts and technologies, such as the Internet of Things (IoT), Big Data, Augmented Reality, Cloud Computing, and Artificial intelligence is transforming industry and society as a whole. Today, the large amount of data generated requires the design and development of new schemes for extracting valuable information. At the same time, The COVID-19 epidemic is posing unprecedented challenges for businesses, governments and companies around the world. This article refers to a company in Southern Italy that has decided to repurpose its production line to manufacture surgical masks. The situation is completely new for the firm, which does not have historical data. Therefore, the aim is to propose a FIWARE-based IoT architecture for supporting real-time data acquisition and enabling the creation of a digital twin. Preliminary results show that the proposed solution effectively helps the company in starting the new business. Furthermore, the use of digital twin-based real-time dashboards enables continuous and agile improvement in the management of warehouse, production and maintenance activities. © 2021, AIDI - Italian Association of Industrial Operations Professors. All rights reserved.",COVID-19 Pandemic; Digital Twin; FIWARE; Industry 4.0; Internet of Things,"Frangella J.L., Longo F., Mirabelli G., Padovano A., Solina V.","Department of Mechanical, Energy and Management Engineering, University of Calabria, CS, Arcavacata di Rende, Italy",2021.0,Proceedings of the Summer School Francesco Turco,AIDI - Italian Association of Industrial Operations Professors,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124656634&partnerID=40&md5=49a42418bca9f006c022836672400138,,20230520-160000,20230521-044735,"['a', 'fiware-based', 'iot', 'platform', 'for', 'enabling', 'digital', 'twins', 'in', 'a', 'greenfield', 'smart', 'factory:', 'an', 'application', 'study', 'on', 'a', 'repurposed', 'manufacturing', 'line']",False,20230521-205332,,,,
468,scopus,Impact of Industry 4.0 Concept on the Levers of Lean Manufacturing Approach in Manufacturing Industries,"Industrial companies looking for permanent performance are facing challenges of reducing production costs, reducing customer delivery delays and improving their quality products. These lead them to improve their responsiveness and flexibility to meet the varying needs of customers to cope with these constraints. Several industrial companies have adopted the lean manufacturing (LM) concept based on the Toyota production system to reduce wastage according to a methodical and structured approach that has given this proof for several years. This approach currently finds its limits, since it is based on static data. A dynamic approach, real-time data on customer needs and production performance will readjust the levers of lean manufacturing to improve its efficiency. This paper aims to show that the concept Industry 4.0 incarnates the lean manufacturing approach by feeding a real-time data and a real-time analysis of Big Data in a Cyber Physical Production System (CPPS), in order to improve decision-making and re-adjust real time levers of the lean manufacturing approach. © The Authors 2021. Published by Penerbit UMP. This is an open access article under the CC BY license.",Industrial performance; Industry 4.0; Lean manufacturing; Productivity,"Ghouat M., Haddout A., Benhadou M.","Laboratory of Industrial Management, Energy and Technology of Plastic and Composites Materials, Hassan II University – ENSEM Casablanca, Morocco",2021.0,International Journal of Automotive and Mechanical Engineering,Universiti Malaysia Pahang,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104708817&doi=10.15282%2fijame.18.1.2021.11.0646&partnerID=40&md5=a4770a6563fba8197cb91f14774698e8,10.15282/ijame.18.1.2021.11.0646,20230520-160000,20230521-044735,"['impact', 'of', 'industry', '4.0', 'concept', 'on', 'the', 'levers', 'of', 'lean', 'manufacturing', 'approach', 'in', 'manufacturing', 'industries']",False,20230521-205332,,,,
469,scopus,Managing the professional skills of the future: A model to support competence management,"Big data and digitalization are transforming the world of work, introducing an epochal change. This wild digital phenomenon, also thanks to the introduction of 4.0 industry, is changing the relationship between workers and machines and, if properly governed, can represent a great chance for companies to attain advantages and create value. This stimulating scenario embodies a huge opportunity for HRM. It provides impulses to improve positive social change, as well as develop and adopt new digital systems and innovative organizational solutions. HR professionals can help employees use digital 4.0 modes to manage, organize and drive change. To address this opportunity, HRM 4.0 has to collaborate with IT, spread an agile mind to execute projects, adopt design thinking and use integrated analytics. This paper presents an organizational model based on a technology platform designed for business workers and able to fill the gap between own skills and the request from the labour market. A theoretical framework is proposed, based on an innovative integrated system able to implement the entire workflow of evaluation, selection and training of candidates with the final aims of allowing companies to identify, manage and build business workers’ competencies. We conclude presenting opportunities and challenges for future studies. © 2019 Fondazione Gerardo Capriglione Onlus. All rights reserved.",,"Palmi P., Errico F., Fortunato L., Fietze S.","Department of Organization and Business Management, University of Salento, Italy; University of Salento, Italy; University of Salento, Italy; Department of Entrepreneurship and Organization, University of Southern Denmark, Syddansk University, Denmark",2020.0,Law and Economics Yearly Review,Fondazione Gerardo Capriglione Onlus,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096288091&partnerID=40&md5=3de39ec06c89e9c9e08ded583462351e,,20230520-160000,20230521-044735,"['managing', 'the', 'professional', 'skills', 'of', 'the', 'future:', 'a', 'model', 'to', 'support', 'competence', 'management']",False,20230521-205332,,,,
470,scopus,Securing Distributed SDN Controller Network from Induced DoS Attacks,"With the escalation in security breaches on organizations and institutions that store, maintain and work with critical data, there is a need for a security-enhancing and risk-mitigating solution that works on the fly and is feasible to implement. Software Defined Networks is a networking paradigm that makes the network agile by disaggregating hardware and software. SDN helps enhance security with the help of micro-segmentation. The controller maintains a central view of the network, and its ability to monitor and store network information helps optimize routing. The centralization nature of the controller makes it vulnerable to DoS attacks which can be catastrophic for network functioning. The objective of this paper is to secure the distributed SDN controller architecture against DoS attacks. The proposed architecture is robust, scalable, and uses Big Data techniques to process streams of network traffic in real-time and Machine Learning to detect and mitigate DoS attacks. © 2019 IEEE.",DoS Attack; Kafka; RyuController; Software Defined Networks; Storm; Zodiac FX,"Shravanya G., Swati N.H., Rustagi R.P., Sharma O.","Department of Computer Science and Engineering, PES University, Bengaluru, India; Department of Computer Science and Engineering, KS Institute of Technology, Bengaluru, India",2019.0,"Proceedings - 2019 8th IEEE International Conference on Cloud Computing in Emerging Markets, CCEM 2019",Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083672088&doi=10.1109%2fCCEM48484.2019.000-4&partnerID=40&md5=335601caca67048424305ace9b6abbb9,10.1109/CCEM48484.2019.000-4,20230520-160000,20230521-044735,"['securing', 'distributed', 'sdn', 'controller', 'network', 'from', 'induced', 'dos', 'attacks']",True,20230521-205332,,,,
471,scopus,Determining Viability of Deep Learning on Cybersecurity Log Analytics,"The Department of Defense currently maintains a network known as the Defense Research Engineering Network (DREN), which provides various Department of Defense (DoD) sites across the nation connectivity to HPC resource centers. To ensure the security of the DREN system, a defense system known as the Cybersecurity Environment for Detection, Analysis, and Reporting (CEDAR) was created. CEDAR contains a variety of cybersecurity sensors, which constantly monitor and record real time network activity on the DREN. over time, CEDAR has accumulated massive quantities of valuable cybersecurity data, which necessitates a form of automation in the process of reviewing this data. We propose the application of deep learning techniques to CEDAR data in an attempt to automatically detect potentially malicious activity in a more agile and adaptable manner. These deep learning techniques can be carried out in a high performance computing (HPC) environment, allowing for the rapid utilization of large amounts of data. Our most effective model is able to classify CEDAR alerts as malicious with an accuracy sufficient to greatly reduce human analyst workloads. © 2018 IEEE.",Cybersecurity; Deep Learning; High Performance Computing,"Lorenzen C., Agrawal R., King J.","Information Technology Laboratory, U.S. Army Engineer Research and Development Center, Vicksburg, MS, United States",2019.0,"Proceedings - 2018 IEEE International Conference on Big Data, Big Data 2018",Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062613262&doi=10.1109%2fBigData.2018.8622165&partnerID=40&md5=c0ba9d03e137d2c9d1e8293d37977523,10.1109/BigData.2018.8622165,20230520-160000,20230521-044735,"['determining', 'viability', 'of', 'deep', 'learning', 'on', 'cybersecurity', 'log', 'analytics']",True,20230521-205332,,,,
